title,description,link,parameters
sklearn.isotonic.check_increasing,Determine whether y is monotonically correlated with x.,https://scikit-learn.org/stable/modules/generated/sklearn.isotonic.check_increasing.html,"x,y"
sklearn.isotonic.IsotonicRegression,Isotonic regression model.,https://scikit-learn.org/stable/modules/generated/sklearn.isotonic.IsotonicRegression.html,"*,y_min=None,y_max=None,increasing=True,out_of_bounds='nan'"
sklearn.inspection.PartialDependenceDisplay,Partial Dependence Plot (PDP).,https://scikit-learn.org/stable/modules/generated/sklearn.inspection.PartialDependenceDisplay.html,"pd_results,*,features,feature_names,target_idx,deciles,pdp_lim='deprecated',kind='average',subsample=1000,random_state=None,is_categorical=None"
sklearn.inspection.DecisionBoundaryDisplay,Decisions boundary visualization.,https://scikit-learn.org/stable/modules/generated/sklearn.inspection.DecisionBoundaryDisplay.html,"*,xx0,xx1,response,xlabel=None,ylabel=None"
sklearn.inspection.permutation_importance,Permutation importance for feature evaluation [BRE].,https://scikit-learn.org/stable/modules/generated/sklearn.inspection.permutation_importance.html,"estimator,X,y,*,scoring=None,n_repeats=5,n_jobs=None,random_state=None,sample_weight=None,max_samples=1.0"
sklearn.inspection.partial_dependence,Partial dependence of features.,https://scikit-learn.org/stable/modules/generated/sklearn.inspection.partial_dependence.html,"estimator,X,features,*,categorical_features=None,feature_names=None,response_method='auto',percentiles=(0.05﹐ 0.95),grid_resolution=100,method='auto',kind='average'"
sklearn.impute.KNNImputer,Imputation for completing missing values using k-Nearest Neighbors.,https://scikit-learn.org/stable/modules/generated/sklearn.impute.KNNImputer.html,"*,missing_values=nan,n_neighbors=5,weights='uniform',metric='nan_euclidean',copy=True,add_indicator=False,keep_empty_features=False"
sklearn.impute.MissingIndicator,Binary indicators for missing values.,https://scikit-learn.org/stable/modules/generated/sklearn.impute.MissingIndicator.html,"*,missing_values=nan,features='missing-only',sparse='auto',error_on_new=True"
sklearn.impute.IterativeImputer,Multivariate imputer that estimates each feature from all the others.,https://scikit-learn.org/stable/modules/generated/sklearn.impute.IterativeImputer.html,"estimator=None,*,missing_values=nan,sample_posterior=False,max_iter=10,tol=0.001,n_nearest_features=None,initial_strategy='mean',imputation_order='ascending',skip_complete=False,min_value=-inf,max_value=inf,verbose=0,random_state=None,add_indicator=False,keep_empty_features=False"
sklearn.impute.SimpleImputer,Univariate imputer for completing missing values with simple strategies.,https://scikit-learn.org/stable/modules/generated/sklearn.impute.SimpleImputer.html,"*,missing_values=nan,strategy='mean',fill_value=None,verbose='deprecated',copy=True,add_indicator=False,keep_empty_features=False"
sklearn.gaussian_process.kernels.WhiteKernel,White kernel.,https://scikit-learn.org/stable/modules/generated/sklearn.gaussian_process.kernels.WhiteKernel.html,"noise_level=1.0,noise_level_bounds=(1e-05﹐ 100000.0)"
sklearn.gaussian_process.kernels.Sum,The Sum kernel takes two kernels \\(k_1\\) and \\(k_2\\)\nand combines them via,https://scikit-learn.org/stable/modules/generated/sklearn.gaussian_process.kernels.Sum.html,"k1,k2"
sklearn.gaussian_process.kernels.RationalQuadratic,Rational Quadratic kernel.,https://scikit-learn.org/stable/modules/generated/sklearn.gaussian_process.kernels.RationalQuadratic.html,"length_scale=1.0,alpha=1.0,length_scale_bounds=(1e-05﹐ 100000.0),alpha_bounds=(1e-05﹐ 100000.0)"
sklearn.gaussian_process.kernels.RBF,Radial basis function kernel (aka squared-exponential kernel).,https://scikit-learn.org/stable/modules/generated/sklearn.gaussian_process.kernels.RBF.html,"length_scale=1.0,length_scale_bounds=(1e-05﹐ 100000.0)"
sklearn.gaussian_process.kernels.Product,The Product kernel takes two kernels \\(k_1\\) and \\(k_2\\)\nand combines them via,https://scikit-learn.org/stable/modules/generated/sklearn.gaussian_process.kernels.Product.html,"k1,k2"
sklearn.gaussian_process.kernels.PairwiseKernel,Wrapper for kernels in sklearn.metrics.pairwise.,https://scikit-learn.org/stable/modules/generated/sklearn.gaussian_process.kernels.PairwiseKernel.html,"gamma=1.0,gamma_bounds=(1e-05﹐ 100000.0),metric='linear',pairwise_kernels_kwargs=None"
sklearn.gaussian_process.kernels.Matern,Matern kernel.,https://scikit-learn.org/stable/modules/generated/sklearn.gaussian_process.kernels.Matern.html,"length_scale=1.0,length_scale_bounds=(1e-05﹐ 100000.0),nu=1.5"
sklearn.gaussian_process.kernels.Kernel,Base class for all kernels.,https://scikit-learn.org/stable/modules/generated/sklearn.gaussian_process.kernels.Kernel.html,
sklearn.gaussian_process.kernels.Hyperparameter,A kernel hyperparameter’s specification in form of a namedtuple.,https://scikit-learn.org/stable/modules/generated/sklearn.gaussian_process.kernels.Hyperparameter.html,"name,value_type,bounds,n_elements=1,fixed=None"
sklearn.gaussian_process.kernels.Exponentiation,The Exponentiation kernel takes one base kernel and a scalar parameter\n\\(p\\) and combines them via,https://scikit-learn.org/stable/modules/generated/sklearn.gaussian_process.kernels.Exponentiation.html,"kernel,exponent"
sklearn.gaussian_process.kernels.ExpSineSquared,Exp-Sine-Squared kernel (aka periodic kernel).,https://scikit-learn.org/stable/modules/generated/sklearn.gaussian_process.kernels.ExpSineSquared.html,"length_scale=1.0,periodicity=1.0,length_scale_bounds=(1e-05﹐ 100000.0),periodicity_bounds=(1e-05﹐ 100000.0)"
sklearn.gaussian_process.kernels.DotProduct,Dot-Product kernel.,https://scikit-learn.org/stable/modules/generated/sklearn.gaussian_process.kernels.DotProduct.html,"sigma_0=1.0,sigma_0_bounds=(1e-05﹐ 100000.0)"
sklearn.gaussian_process.kernels.ConstantKernel,Constant kernel.,https://scikit-learn.org/stable/modules/generated/sklearn.gaussian_process.kernels.ConstantKernel.html,"constant_value=1.0,constant_value_bounds=(1e-05﹐ 100000.0)"
sklearn.gaussian_process.kernels.CompoundKernel,Kernel which is composed of a set of other kernels.,https://scikit-learn.org/stable/modules/generated/sklearn.gaussian_process.kernels.CompoundKernel.html,kernels
sklearn.gaussian_process.GaussianProcessRegressor,Gaussian process regression (GPR).,https://scikit-learn.org/stable/modules/generated/sklearn.gaussian_process.GaussianProcessRegressor.html,"kernel=None,*,alpha=1e-10,optimizer='fmin_l_bfgs_b',n_restarts_optimizer=0,normalize_y=False,copy_X_train=True,random_state=None"
sklearn.gaussian_process.GaussianProcessClassifier,Gaussian process classification (GPC) based on Laplace approximation.,https://scikit-learn.org/stable/modules/generated/sklearn.gaussian_process.GaussianProcessClassifier.html,"kernel=None,*,optimizer='fmin_l_bfgs_b',n_restarts_optimizer=0,max_iter_predict=100,warm_start=False,copy_X_train=True,random_state=None,multi_class='one_vs_rest',n_jobs=None"
sklearn.feature_selection.mutual_info_regression,Estimate mutual information for a continuous target variable.,https://scikit-learn.org/stable/modules/generated/sklearn.feature_selection.mutual_info_regression.html,"X,y,*,discrete_features='auto',n_neighbors=3,copy=True,random_state=None"
sklearn.feature_selection.mutual_info_classif,Estimate mutual information for a discrete target variable.,https://scikit-learn.org/stable/modules/generated/sklearn.feature_selection.mutual_info_classif.html,"X,y,*,discrete_features='auto',n_neighbors=3,copy=True,random_state=None"
sklearn.feature_selection.r_regression,Compute Pearson’s r for each features and the target.,https://scikit-learn.org/stable/modules/generated/sklearn.feature_selection.r_regression.html,"X,y,*,center=True,force_finite=True"
sklearn.feature_selection.f_regression,Univariate linear regression tests returning F-statistic and p-values.,https://scikit-learn.org/stable/modules/generated/sklearn.feature_selection.f_regression.html,"X,y,*,center=True,force_finite=True"
sklearn.feature_selection.f_classif,Compute the ANOVA F-value for the provided sample.,https://scikit-learn.org/stable/modules/generated/sklearn.feature_selection.f_classif.html,"X,y"
sklearn.feature_selection.chi2,Compute chi-squared stats between each non-negative feature and class.,https://scikit-learn.org/stable/modules/generated/sklearn.feature_selection.chi2.html,"X,y"
sklearn.feature_selection.VarianceThreshold,Feature selector that removes all low-variance features.,https://scikit-learn.org/stable/modules/generated/sklearn.feature_selection.VarianceThreshold.html,threshold=0.0
sklearn.feature_selection.RFECV,Recursive feature elimination with cross-validation to select features.,https://scikit-learn.org/stable/modules/generated/sklearn.feature_selection.RFECV.html,"estimator,*,step=1,min_features_to_select=1,cv=None,scoring=None,verbose=0,n_jobs=None,importance_getter='auto'"
sklearn.feature_selection.RFE,Feature ranking with recursive feature elimination.,https://scikit-learn.org/stable/modules/generated/sklearn.feature_selection.RFE.html,"estimator,*,n_features_to_select=None,step=1,verbose=0,importance_getter='auto'"
sklearn.feature_selection.SequentialFeatureSelector,Transformer that performs Sequential Feature Selection.,https://scikit-learn.org/stable/modules/generated/sklearn.feature_selection.SequentialFeatureSelector.html,"estimator,*,n_features_to_select='warn',tol=None,direction='forward',scoring=None,cv=5,n_jobs=None"
sklearn.feature_selection.SelectFwe,Filter: Select the p-values corresponding to Family-wise error rate.,https://scikit-learn.org/stable/modules/generated/sklearn.feature_selection.SelectFwe.html,"score_func=<function f_classif>,*,alpha=0.05"
sklearn.feature_selection.SelectFromModel,Meta-transformer for selecting features based on importance weights.,https://scikit-learn.org/stable/modules/generated/sklearn.feature_selection.SelectFromModel.html,"estimator,*,threshold=None,prefit=False,norm_order=1,max_features=None,importance_getter='auto'"
sklearn.feature_selection.SelectFdr,Filter: Select the p-values for an estimated false discovery rate.,https://scikit-learn.org/stable/modules/generated/sklearn.feature_selection.SelectFdr.html,"score_func=<function f_classif>,*,alpha=0.05"
sklearn.feature_selection.SelectFpr,Filter: Select the pvalues below alpha based on a FPR test.,https://scikit-learn.org/stable/modules/generated/sklearn.feature_selection.SelectFpr.html,"score_func=<function f_classif>,*,alpha=0.05"
sklearn.feature_selection.SelectKBest,Select features according to the k highest scores.,https://scikit-learn.org/stable/modules/generated/sklearn.feature_selection.SelectKBest.html,"score_func=<function f_classif>,*,k=10"
sklearn.feature_selection.SelectPercentile,Select features according to a percentile of the highest scores.,https://scikit-learn.org/stable/modules/generated/sklearn.feature_selection.SelectPercentile.html,"score_func=<function f_classif>,*,percentile=10"
sklearn.feature_selection.GenericUnivariateSelect,Univariate feature selector with configurable strategy.,https://scikit-learn.org/stable/modules/generated/sklearn.feature_selection.GenericUnivariateSelect.html,"score_func=<function f_classif>,*,mode='percentile',param=1e-05"
sklearn.feature_extraction.text.TfidfVectorizer,Convert a collection of raw documents to a matrix of TF-IDF features.,https://scikit-learn.org/stable/modules/generated/sklearn.feature_extraction.text.TfidfVectorizer.html,"*,input='content',encoding='utf-8',decode_error='strict',strip_accents=None,lowercase=True,preprocessor=None,tokenizer=None,analyzer='word',stop_words=None,token_pattern='(?u)\\b\\w\\w+\\b',ngram_range=(1﹐1),max_df=1.0,min_df=1,max_features=None,vocabulary=None,binary=False,dtype=<class 'numpy.float64'>,norm='l2',use_idf=True,smooth_idf=True,sublinear_tf=False"
sklearn.feature_extraction.text.TfidfTransformer,Transform a count matrix to a normalized tf or tf-idf representation.,https://scikit-learn.org/stable/modules/generated/sklearn.feature_extraction.text.TfidfTransformer.html,"*,norm='l2',use_idf=True,smooth_idf=True,sublinear_tf=False"
sklearn.feature_extraction.text.HashingVectorizer,Convert a collection of text documents to a matrix of token occurrences.,https://scikit-learn.org/stable/modules/generated/sklearn.feature_extraction.text.HashingVectorizer.html,"*,input='content',encoding='utf-8',decode_error='strict',strip_accents=None,lowercase=True,preprocessor=None,tokenizer=None,stop_words=None,token_pattern='(?u)\\b\\w\\w+\\b',ngram_range=(1﹐1),analyzer='word',n_features=1048576,binary=False,norm='l2',alternate_sign=True,dtype=<class 'numpy.float64'>"
sklearn.feature_extraction.text.CountVectorizer,Convert a collection of text documents to a matrix of token counts.,https://scikit-learn.org/stable/modules/generated/sklearn.feature_extraction.text.CountVectorizer.html,"*,input='content',encoding='utf-8',decode_error='strict',strip_accents=None,lowercase=True,preprocessor=None,tokenizer=None,stop_words=None,token_pattern='(?u)\\b\\w\\w+\\b',ngram_range=(1﹐1),analyzer='word',max_df=1.0,min_df=1,max_features=None,vocabulary=None,binary=False,dtype=<class 'numpy.int64'>"
sklearn.feature_extraction.image.PatchExtractor,Extracts patches from a collection of images.,https://scikit-learn.org/stable/modules/generated/sklearn.feature_extraction.image.PatchExtractor.html,"*,patch_size=None,max_patches=None,random_state=None"
sklearn.feature_extraction.image.reconstruct_from_patches_2d,Reconstruct the image from all of its patches.,https://scikit-learn.org/stable/modules/generated/sklearn.feature_extraction.image.reconstruct_from_patches_2d.html,"patches,image_size"
sklearn.feature_extraction.image.img_to_graph,Graph of the pixel-to-pixel gradient connections.,https://scikit-learn.org/stable/modules/generated/sklearn.feature_extraction.image.img_to_graph.html,"img,*,mask=None,return_as=<class 'scipy.sparse._coo.coo_matrix'>,dtype=None"
sklearn.feature_extraction.image.grid_to_graph,Graph of the pixel-to-pixel connections.,https://scikit-learn.org/stable/modules/generated/sklearn.feature_extraction.image.grid_to_graph.html,"n_x,n_y,n_z=1,*,mask=None,return_as=<class 'scipy.sparse._coo.coo_matrix'>,dtype=<class 'int'>"
sklearn.feature_extraction.image.extract_patches_2d,Reshape a 2D image into a collection of patches.,https://scikit-learn.org/stable/modules/generated/sklearn.feature_extraction.image.extract_patches_2d.html,"image,patch_size,*,max_patches=None,random_state=None"
sklearn.feature_extraction.FeatureHasher,"Implements feature hashing, aka the hashing trick.",https://scikit-learn.org/stable/modules/generated/sklearn.feature_extraction.FeatureHasher.html,"n_features=1048576,*,input_type='dict',dtype=<class 'numpy.float64'>,alternate_sign=True"
sklearn.feature_extraction.DictVectorizer,Transforms lists of feature-value mappings to vectors.,https://scikit-learn.org/stable/modules/generated/sklearn.feature_extraction.DictVectorizer.html,"*,dtype=<class 'numpy.float64'>,separator='=',sparse=True,sort=True"
sklearn.experimental.enable_halving_search_cv,,https://scikit-learn.org/stable/modules/generated/sklearn.experimental.enable_halving_search_cv.html,
sklearn.experimental.enable_iterative_imputer,,https://scikit-learn.org/stable/modules/generated/sklearn.experimental.enable_iterative_imputer.html,
sklearn.experimental.enable_hist_gradient_boosting,,https://scikit-learn.org/stable/modules/generated/sklearn.experimental.enable_hist_gradient_boosting.html,
sklearn.exceptions.UndefinedMetricWarning,Warning used when the metric is invalid,https://scikit-learn.org/stable/modules/generated/sklearn.exceptions.UndefinedMetricWarning.html,
sklearn.exceptions.NotFittedError,Exception class to raise if estimator is used before fitting.,https://scikit-learn.org/stable/modules/generated/sklearn.exceptions.NotFittedError.html,
sklearn.exceptions.FitFailedWarning,Warning class used if there is an error while fitting the estimator.,https://scikit-learn.org/stable/modules/generated/sklearn.exceptions.FitFailedWarning.html,
sklearn.exceptions.EfficiencyWarning,Warning used to notify the user of inefficient computation.,https://scikit-learn.org/stable/modules/generated/sklearn.exceptions.EfficiencyWarning.html,
sklearn.exceptions.DataDimensionalityWarning,Custom warning to notify potential issues with data dimensionality.,https://scikit-learn.org/stable/modules/generated/sklearn.exceptions.DataDimensionalityWarning.html,
sklearn.exceptions.DataConversionWarning,Warning used to notify implicit data conversions happening in the code.,https://scikit-learn.org/stable/modules/generated/sklearn.exceptions.DataConversionWarning.html,
sklearn.exceptions.ConvergenceWarning,Custom warning to capture convergence problems,https://scikit-learn.org/stable/modules/generated/sklearn.exceptions.ConvergenceWarning.html,
sklearn.ensemble.HistGradientBoostingClassifier,Histogram-based Gradient Boosting Classification Tree.,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.HistGradientBoostingClassifier.html,"loss='log_loss',*,learning_rate=0.1,max_iter=100,max_leaf_nodes=31,max_depth=None,min_samples_leaf=20,l2_regularization=0.0,max_bins=255,categorical_features=None,monotonic_cst=None,interaction_cst=None,warm_start=False,early_stopping='auto',scoring='loss',validation_fraction=0.1,n_iter_no_change=10,tol=1e-07,verbose=0,random_state=None,class_weight=None"
sklearn.ensemble.HistGradientBoostingRegressor,Histogram-based Gradient Boosting Regression Tree.,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.HistGradientBoostingRegressor.html,"loss='squared_error',*,quantile=None,learning_rate=0.1,max_iter=100,max_leaf_nodes=31,max_depth=None,min_samples_leaf=20,l2_regularization=0.0,max_bins=255,categorical_features=None,monotonic_cst=None,interaction_cst=None,warm_start=False,early_stopping='auto',scoring='loss',validation_fraction=0.1,n_iter_no_change=10,tol=1e-07,verbose=0,random_state=None"
sklearn.ensemble.VotingRegressor,Prediction voting regressor for unfitted estimators.,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.VotingRegressor.html,"estimators,*,weights=None,n_jobs=None,verbose=False"
sklearn.ensemble.VotingClassifier,Soft Voting/Majority Rule classifier for unfitted estimators.,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.VotingClassifier.html,"estimators,*,voting='hard',weights=None,n_jobs=None,flatten_transform=True,verbose=False"
sklearn.ensemble.StackingRegressor,Stack of estimators with a final regressor.,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.StackingRegressor.html,"estimators,final_estimator=None,*,cv=None,n_jobs=None,passthrough=False,verbose=0"
sklearn.ensemble.StackingClassifier,Stack of estimators with a final classifier.,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.StackingClassifier.html,"estimators,final_estimator=None,*,cv=None,stack_method='auto',n_jobs=None,passthrough=False,verbose=0"
sklearn.ensemble.RandomTreesEmbedding,An ensemble of totally random trees.,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.RandomTreesEmbedding.html,"n_estimators=100,*,max_depth=5,min_samples_split=2,min_samples_leaf=1,min_weight_fraction_leaf=0.0,max_leaf_nodes=None,min_impurity_decrease=0.0,sparse_output=True,n_jobs=None,random_state=None,verbose=0,warm_start=False"
sklearn.ensemble.RandomForestRegressor,A random forest regressor.,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.RandomForestRegressor.html,"n_estimators=100,*,criterion='squared_error',max_depth=None,min_samples_split=2,min_samples_leaf=1,min_weight_fraction_leaf=0.0,max_features=1.0,max_leaf_nodes=None,min_impurity_decrease=0.0,bootstrap=True,oob_score=False,n_jobs=None,random_state=None,verbose=0,warm_start=False,ccp_alpha=0.0,max_samples=None"
sklearn.ensemble.RandomForestClassifier,A random forest classifier.,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.RandomForestClassifier.html,"n_estimators=100,*,criterion='gini',max_depth=None,min_samples_split=2,min_samples_leaf=1,min_weight_fraction_leaf=0.0,max_features='sqrt',max_leaf_nodes=None,min_impurity_decrease=0.0,bootstrap=True,oob_score=False,n_jobs=None,random_state=None,verbose=0,warm_start=False,class_weight=None,ccp_alpha=0.0,max_samples=None"
sklearn.ensemble.IsolationForest,Isolation Forest Algorithm.,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.IsolationForest.html,"*,n_estimators=100,max_samples='auto',contamination='auto',max_features=1.0,bootstrap=False,n_jobs=None,random_state=None,verbose=0,warm_start=False"
sklearn.ensemble.GradientBoostingRegressor,Gradient Boosting for regression.,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.GradientBoostingRegressor.html,"*,loss='squared_error',learning_rate=0.1,n_estimators=100,subsample=1.0,criterion='friedman_mse',min_samples_split=2,min_samples_leaf=1,min_weight_fraction_leaf=0.0,max_depth=3,min_impurity_decrease=0.0,init=None,random_state=None,max_features=None,alpha=0.9,verbose=0,max_leaf_nodes=None,warm_start=False,validation_fraction=0.1,n_iter_no_change=None,tol=0.0001,ccp_alpha=0.0"
sklearn.ensemble.GradientBoostingClassifier,Gradient Boosting for classification.,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.GradientBoostingClassifier.html,"*,loss='log_loss',learning_rate=0.1,n_estimators=100,subsample=1.0,criterion='friedman_mse',min_samples_split=2,min_samples_leaf=1,min_weight_fraction_leaf=0.0,max_depth=3,min_impurity_decrease=0.0,init=None,random_state=None,max_features=None,verbose=0,max_leaf_nodes=None,warm_start=False,validation_fraction=0.1,n_iter_no_change=None,tol=0.0001,ccp_alpha=0.0"
sklearn.ensemble.ExtraTreesRegressor,An extra-trees regressor.,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.ExtraTreesRegressor.html,"n_estimators=100,*,criterion='squared_error',max_depth=None,min_samples_split=2,min_samples_leaf=1,min_weight_fraction_leaf=0.0,max_features=1.0,max_leaf_nodes=None,min_impurity_decrease=0.0,bootstrap=False,oob_score=False,n_jobs=None,random_state=None,verbose=0,warm_start=False,ccp_alpha=0.0,max_samples=None"
sklearn.ensemble.ExtraTreesClassifier,An extra-trees classifier.,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.ExtraTreesClassifier.html,"n_estimators=100,*,criterion='gini',max_depth=None,min_samples_split=2,min_samples_leaf=1,min_weight_fraction_leaf=0.0,max_features='sqrt',max_leaf_nodes=None,min_impurity_decrease=0.0,bootstrap=False,oob_score=False,n_jobs=None,random_state=None,verbose=0,warm_start=False,class_weight=None,ccp_alpha=0.0,max_samples=None"
sklearn.ensemble.BaggingRegressor,A Bagging regressor.,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.BaggingRegressor.html,"estimator=None,n_estimators=10,*,max_samples=1.0,max_features=1.0,bootstrap=True,bootstrap_features=False,oob_score=False,warm_start=False,n_jobs=None,random_state=None,verbose=0,base_estimator='deprecated'"
sklearn.ensemble.BaggingClassifier,A Bagging classifier.,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.BaggingClassifier.html,"estimator=None,n_estimators=10,*,max_samples=1.0,max_features=1.0,bootstrap=True,bootstrap_features=False,oob_score=False,warm_start=False,n_jobs=None,random_state=None,verbose=0,base_estimator='deprecated'"
sklearn.ensemble.AdaBoostRegressor,An AdaBoost regressor.,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.AdaBoostRegressor.html,"estimator=None,*,n_estimators=50,learning_rate=1.0,loss='linear',random_state=None,base_estimator='deprecated'"
sklearn.ensemble.AdaBoostClassifier,An AdaBoost classifier.,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.AdaBoostClassifier.html,"estimator=None,*,n_estimators=50,learning_rate=1.0,algorithm='SAMME.R',random_state=None,base_estimator='deprecated'"
sklearn.dummy.DummyRegressor,Regressor that makes predictions using simple rules.,https://scikit-learn.org/stable/modules/generated/sklearn.dummy.DummyRegressor.html,"*,strategy='mean',constant=None,quantile=None"
sklearn.dummy.DummyClassifier,DummyClassifier makes predictions that ignore the input features.,https://scikit-learn.org/stable/modules/generated/sklearn.dummy.DummyClassifier.html,"*,strategy='prior',random_state=None,constant=None"
sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,Quadratic Discriminant Analysis.,https://scikit-learn.org/stable/modules/generated/sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis.html,"*,priors=None,reg_param=0.0,store_covariance=False,tol=0.0001"
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,Linear Discriminant Analysis.,https://scikit-learn.org/stable/modules/generated/sklearn.discriminant_analysis.LinearDiscriminantAnalysis.html,"solver='svd',shrinkage=None,priors=None,n_components=None,store_covariance=False,tol=0.0001,covariance_estimator=None"
sklearn.decomposition.sparse_encode,Sparse coding.,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.sparse_encode.html,"X,dictionary,*,gram=None,cov=None,algorithm='lasso_lars',n_nonzero_coefs=None,alpha=None,copy_cov=True,init=None,max_iter=1000,n_jobs=None,check_input=True,verbose=0,positive=False"
sklearn.decomposition.non_negative_factorization,Compute Non-negative Matrix Factorization (NMF).,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.non_negative_factorization.html,"X,W=None,H=None,n_components=None,*,init=None,update_H=True,solver='cd',beta_loss='frobenius',tol=0.0001,max_iter=200,alpha_W=0.0,alpha_H='same',l1_ratio=0.0,random_state=None,verbose=0,shuffle=False"
sklearn.decomposition.dict_learning_online,Solve a dictionary learning matrix factorization problem online.,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.dict_learning_online.html,"X,n_components=2,*,alpha=1,n_iter='deprecated',max_iter=None,return_code=True,dict_init=None,callback=None,batch_size='warn',verbose=False,shuffle=True,n_jobs=None,method='lars',iter_offset='deprecated',random_state=None,return_inner_stats='deprecated',inner_stats='deprecated',return_n_iter='deprecated',positive_dict=False,positive_code=False,method_max_iter=1000,tol=0.001,max_no_improvement=10"
sklearn.decomposition.dict_learning,Solve a dictionary learning matrix factorization problem.,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.dict_learning.html,"X,n_components,*,alpha,max_iter=100,tol=1e-08,method='lars',n_jobs=None,dict_init=None,code_init=None,callback=None,verbose=False,random_state=None,return_n_iter=False,positive_dict=False,positive_code=False,method_max_iter=1000"
sklearn.decomposition.TruncatedSVD,Dimensionality reduction using truncated SVD (aka LSA).,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.TruncatedSVD.html,"n_components=2,*,algorithm='randomized',n_iter=5,n_oversamples=10,power_iteration_normalizer='auto',random_state=None,tol=0.0"
sklearn.decomposition.SparseCoder,Sparse coding.,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.SparseCoder.html,"dictionary,*,transform_algorithm='omp',transform_n_nonzero_coefs=None,transform_alpha=None,split_sign=False,n_jobs=None,positive_code=False,transform_max_iter=1000"
sklearn.decomposition.SparsePCA,Sparse Principal Components Analysis (SparsePCA).,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.SparsePCA.html,"n_components=None,*,alpha=1,ridge_alpha=0.01,max_iter=1000,tol=1e-08,method='lars',n_jobs=None,U_init=None,V_init=None,verbose=False,random_state=None"
sklearn.decomposition.PCA,Principal component analysis (PCA).,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.PCA.html,"n_components=None,*,copy=True,whiten=False,svd_solver='auto',tol=0.0,iterated_power='auto',n_oversamples=10,power_iteration_normalizer='auto',random_state=None"
sklearn.decomposition.MiniBatchNMF,Mini-Batch Non-Negative Matrix Factorization (NMF).,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.MiniBatchNMF.html,"n_components=None,*,init=None,batch_size=1024,beta_loss='frobenius',tol=0.0001,max_no_improvement=10,max_iter=200,alpha_W=0.0,alpha_H='same',l1_ratio=0.0,forget_factor=0.7,fresh_restarts=False,fresh_restarts_max_iter=30,transform_max_iter=None,random_state=None,verbose=0"
sklearn.decomposition.NMF,Non-Negative Matrix Factorization (NMF).,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.NMF.html,"n_components=None,*,init=None,solver='cd',beta_loss='frobenius',tol=0.0001,max_iter=200,random_state=None,alpha_W=0.0,alpha_H='same',l1_ratio=0.0,verbose=0,shuffle=False"
sklearn.decomposition.MiniBatchSparsePCA,Mini-batch Sparse Principal Components Analysis.,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.MiniBatchSparsePCA.html,"n_components=None,*,alpha=1,ridge_alpha=0.01,n_iter='deprecated',max_iter=None,callback=None,batch_size=3,verbose=False,shuffle=True,n_jobs=None,method='lars',random_state=None,tol=0.001,max_no_improvement=10"
sklearn.decomposition.MiniBatchDictionaryLearning,Mini-batch dictionary learning.,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.MiniBatchDictionaryLearning.html,"n_components=None,*,alpha=1,n_iter='deprecated',max_iter=None,fit_algorithm='lars',n_jobs=None,batch_size='warn',shuffle=True,dict_init=None,transform_algorithm='omp',transform_n_nonzero_coefs=None,transform_alpha=None,verbose=False,split_sign=False,random_state=None,positive_code=False,positive_dict=False,transform_max_iter=1000,callback=None,tol=0.001,max_no_improvement=10"
sklearn.decomposition.LatentDirichletAllocation,Latent Dirichlet Allocation with online variational Bayes algorithm.,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.LatentDirichletAllocation.html,"n_components=10,*,doc_topic_prior=None,topic_word_prior=None,learning_method='batch',learning_decay=0.7,learning_offset=10.0,max_iter=10,batch_size=128,evaluate_every=-1,total_samples=1000000.0,perp_tol=0.1,mean_change_tol=0.001,max_doc_update_iter=100,n_jobs=None,verbose=0,random_state=None"
