title,description,link,parameters
pandas.tseries.offsets.BusinessMonthEnd.apply,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessMonthEnd.apply.html,
pandas.tseries.offsets.BusinessMonthEnd.n,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessMonthEnd.n.html,
pandas.tseries.offsets.BusinessMonthEnd.rule_code,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessMonthEnd.rule_code.html,
pandas.tseries.offsets.BusinessMonthEnd.normalize,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessMonthEnd.normalize.html,
pandas.tseries.offsets.BusinessMonthEnd.nanos,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessMonthEnd.nanos.html,
pandas.tseries.offsets.BusinessMonthEnd.name,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessMonthEnd.name.html,
pandas.tseries.offsets.BusinessMonthEnd.kwds,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessMonthEnd.kwds.html,
pandas.tseries.offsets.BusinessMonthEnd.freqstr,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessMonthEnd.freqstr.html,
pandas.tseries.offsets.BMonthEnd,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BMonthEnd.html,
pandas.tseries.offsets.BusinessMonthEnd,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessMonthEnd.html,
pandas.tseries.offsets.MonthBegin.is_year_end,Return boolean whether a timestamp occurs on the year end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthBegin.is_year_end.html,
pandas.tseries.offsets.MonthBegin.is_year_start,Return boolean whether a timestamp occurs on the year start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthBegin.is_year_start.html,
pandas.tseries.offsets.MonthBegin.is_quarter_end,Return boolean whether a timestamp occurs on the quarter end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthBegin.is_quarter_end.html,
pandas.tseries.offsets.MonthBegin.is_quarter_start,Return boolean whether a timestamp occurs on the quarter start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthBegin.is_quarter_start.html,
pandas.tseries.offsets.MonthBegin.is_month_end,Return boolean whether a timestamp occurs on the month end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthBegin.is_month_end.html,
pandas.tseries.offsets.MonthBegin.is_month_start,Return boolean whether a timestamp occurs on the month start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthBegin.is_month_start.html,
pandas.tseries.offsets.MonthBegin.__call__,Call self as a function.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthBegin.__call__.html,"*args,**kwargs"
pandas.tseries.offsets.MonthBegin.is_on_offset,Return boolean whether a timestamp intersects with this frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthBegin.is_on_offset.html,
pandas.tseries.offsets.MonthBegin.is_anchored,Return boolean whether the frequency is a unit frequency (n=1).,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthBegin.is_anchored.html,
pandas.tseries.offsets.MonthBegin.onOffset,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthBegin.onOffset.html,
pandas.tseries.offsets.MonthBegin.isAnchored,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthBegin.isAnchored.html,
pandas.tseries.offsets.MonthBegin.copy,Return a copy of the frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthBegin.copy.html,
pandas.tseries.offsets.MonthBegin.apply_index,Vectorized apply of DateOffset to DatetimeIndex.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthBegin.apply_index.html,
pandas.tseries.offsets.MonthBegin.apply,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthBegin.apply.html,
pandas.tseries.offsets.MonthBegin.n,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthBegin.n.html,
pandas.tseries.offsets.MonthBegin.rule_code,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthBegin.rule_code.html,
pandas.tseries.offsets.MonthBegin.normalize,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthBegin.normalize.html,
pandas.tseries.offsets.MonthBegin.nanos,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthBegin.nanos.html,
pandas.tseries.offsets.MonthBegin.name,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthBegin.name.html,
pandas.tseries.offsets.MonthBegin.kwds,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthBegin.kwds.html,
pandas.tseries.offsets.MonthBegin.freqstr,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthBegin.freqstr.html,
pandas.tseries.offsets.MonthBegin,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthBegin.html,
pandas.tseries.offsets.MonthEnd.is_year_end,Return boolean whether a timestamp occurs on the year end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthEnd.is_year_end.html,
pandas.tseries.offsets.MonthEnd.is_year_start,Return boolean whether a timestamp occurs on the year start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthEnd.is_year_start.html,
pandas.tseries.offsets.MonthEnd.is_quarter_end,Return boolean whether a timestamp occurs on the quarter end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthEnd.is_quarter_end.html,
pandas.tseries.offsets.MonthEnd.is_quarter_start,Return boolean whether a timestamp occurs on the quarter start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthEnd.is_quarter_start.html,
pandas.tseries.offsets.MonthEnd.is_month_end,Return boolean whether a timestamp occurs on the month end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthEnd.is_month_end.html,
pandas.tseries.offsets.MonthEnd.is_month_start,Return boolean whether a timestamp occurs on the month start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthEnd.is_month_start.html,
pandas.tseries.offsets.MonthEnd.__call__,Call self as a function.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthEnd.__call__.html,"*args,**kwargs"
pandas.tseries.offsets.MonthEnd.is_on_offset,Return boolean whether a timestamp intersects with this frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthEnd.is_on_offset.html,
pandas.tseries.offsets.MonthEnd.is_anchored,Return boolean whether the frequency is a unit frequency (n=1).,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthEnd.is_anchored.html,
pandas.tseries.offsets.MonthEnd.onOffset,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthEnd.onOffset.html,
pandas.tseries.offsets.MonthEnd.isAnchored,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthEnd.isAnchored.html,
pandas.tseries.offsets.MonthEnd.copy,Return a copy of the frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthEnd.copy.html,
pandas.tseries.offsets.MonthEnd.apply_index,Vectorized apply of DateOffset to DatetimeIndex.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthEnd.apply_index.html,
pandas.tseries.offsets.MonthEnd.apply,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthEnd.apply.html,
pandas.tseries.offsets.MonthEnd.n,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthEnd.n.html,
pandas.tseries.offsets.MonthEnd.rule_code,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthEnd.rule_code.html,
pandas.tseries.offsets.MonthEnd.normalize,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthEnd.normalize.html,
pandas.tseries.offsets.MonthEnd.nanos,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthEnd.nanos.html,
pandas.tseries.offsets.MonthEnd.name,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthEnd.name.html,
pandas.tseries.offsets.MonthEnd.kwds,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthEnd.kwds.html,
pandas.tseries.offsets.MonthEnd.freqstr,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthEnd.freqstr.html,
pandas.tseries.offsets.MonthEnd,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.MonthEnd.html,
pandas.tseries.offsets.CustomBusinessHour.is_year_end,Return boolean whether a timestamp occurs on the year end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessHour.is_year_end.html,
pandas.tseries.offsets.CustomBusinessHour.is_year_start,Return boolean whether a timestamp occurs on the year start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessHour.is_year_start.html,
pandas.tseries.offsets.CustomBusinessHour.is_quarter_end,Return boolean whether a timestamp occurs on the quarter end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessHour.is_quarter_end.html,
pandas.tseries.offsets.CustomBusinessHour.is_quarter_start,Return boolean whether a timestamp occurs on the quarter start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessHour.is_quarter_start.html,
pandas.tseries.offsets.CustomBusinessHour.is_month_end,Return boolean whether a timestamp occurs on the month end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessHour.is_month_end.html,
pandas.tseries.offsets.CustomBusinessHour.is_month_start,Return boolean whether a timestamp occurs on the month start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessHour.is_month_start.html,
pandas.tseries.offsets.CustomBusinessHour.__call__,Call self as a function.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessHour.__call__.html,"*args,**kwargs"
pandas.tseries.offsets.CustomBusinessHour.is_on_offset,Return boolean whether a timestamp intersects with this frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessHour.is_on_offset.html,
pandas.tseries.offsets.CustomBusinessHour.is_anchored,Return boolean whether the frequency is a unit frequency (n=1).,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessHour.is_anchored.html,
pandas.tseries.offsets.CustomBusinessHour.onOffset,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessHour.onOffset.html,
pandas.tseries.offsets.CustomBusinessHour.isAnchored,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessHour.isAnchored.html,
pandas.tseries.offsets.CustomBusinessHour.copy,Return a copy of the frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessHour.copy.html,
pandas.tseries.offsets.CustomBusinessHour.apply_index,Vectorized apply of DateOffset to DatetimeIndex.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessHour.apply_index.html,
pandas.tseries.offsets.CustomBusinessHour.apply,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessHour.apply.html,
pandas.tseries.offsets.CustomBusinessHour.end,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessHour.end.html,
pandas.tseries.offsets.CustomBusinessHour.start,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessHour.start.html,
pandas.tseries.offsets.CustomBusinessHour.holidays,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessHour.holidays.html,
pandas.tseries.offsets.CustomBusinessHour.calendar,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessHour.calendar.html,
pandas.tseries.offsets.CustomBusinessHour.weekmask,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessHour.weekmask.html,
pandas.tseries.offsets.CustomBusinessHour.n,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessHour.n.html,
pandas.tseries.offsets.CustomBusinessHour.rule_code,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessHour.rule_code.html,
pandas.tseries.offsets.CustomBusinessHour.normalize,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessHour.normalize.html,
pandas.tseries.offsets.CustomBusinessHour.nanos,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessHour.nanos.html,
pandas.tseries.offsets.CustomBusinessHour.name,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessHour.name.html,
pandas.tseries.offsets.CustomBusinessHour.kwds,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessHour.kwds.html,
pandas.tseries.offsets.CustomBusinessHour.freqstr,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessHour.freqstr.html,
pandas.tseries.offsets.CustomBusinessHour,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessHour.html,
pandas.tseries.offsets.CustomBusinessDay.is_year_end,Return boolean whether a timestamp occurs on the year end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessDay.is_year_end.html,
pandas.tseries.offsets.CustomBusinessDay.is_year_start,Return boolean whether a timestamp occurs on the year start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessDay.is_year_start.html,
pandas.tseries.offsets.CustomBusinessDay.is_quarter_end,Return boolean whether a timestamp occurs on the quarter end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessDay.is_quarter_end.html,
pandas.tseries.offsets.CustomBusinessDay.is_quarter_start,Return boolean whether a timestamp occurs on the quarter start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessDay.is_quarter_start.html,
pandas.tseries.offsets.CustomBusinessDay.is_month_end,Return boolean whether a timestamp occurs on the month end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessDay.is_month_end.html,
pandas.tseries.offsets.CustomBusinessDay.is_month_start,Return boolean whether a timestamp occurs on the month start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessDay.is_month_start.html,
pandas.tseries.offsets.CustomBusinessDay.__call__,Call self as a function.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessDay.__call__.html,"*args,**kwargs"
pandas.tseries.offsets.CustomBusinessDay.is_on_offset,Return boolean whether a timestamp intersects with this frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessDay.is_on_offset.html,
pandas.tseries.offsets.CustomBusinessDay.is_anchored,Return boolean whether the frequency is a unit frequency (n=1).,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessDay.is_anchored.html,
pandas.tseries.offsets.CustomBusinessDay.onOffset,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessDay.onOffset.html,
pandas.tseries.offsets.CustomBusinessDay.isAnchored,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessDay.isAnchored.html,
pandas.tseries.offsets.CustomBusinessDay.copy,Return a copy of the frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessDay.copy.html,
pandas.tseries.offsets.CustomBusinessDay.apply,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessDay.apply.html,
pandas.tseries.offsets.CustomBusinessDay.apply_index,Vectorized apply of DateOffset to DatetimeIndex.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessDay.apply_index.html,
pandas.tseries.offsets.CustomBusinessDay.holidays,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessDay.holidays.html,
pandas.tseries.offsets.CustomBusinessDay.calendar,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessDay.calendar.html,
pandas.tseries.offsets.CustomBusinessDay.weekmask,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessDay.weekmask.html,
pandas.tseries.offsets.CustomBusinessDay.n,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessDay.n.html,
pandas.tseries.offsets.CustomBusinessDay.rule_code,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessDay.rule_code.html,
pandas.tseries.offsets.CustomBusinessDay.normalize,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessDay.normalize.html,
pandas.tseries.offsets.CustomBusinessDay.nanos,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessDay.nanos.html,
pandas.tseries.offsets.CustomBusinessDay.name,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessDay.name.html,
pandas.tseries.offsets.CustomBusinessDay.kwds,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessDay.kwds.html,
pandas.tseries.offsets.CustomBusinessDay.freqstr,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessDay.freqstr.html,
pandas.tseries.offsets.CDay,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CDay.html,
pandas.tseries.offsets.CustomBusinessDay,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.CustomBusinessDay.html,
pandas.tseries.offsets.BusinessHour.is_year_end,Return boolean whether a timestamp occurs on the year end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessHour.is_year_end.html,
pandas.tseries.offsets.BusinessHour.is_year_start,Return boolean whether a timestamp occurs on the year start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessHour.is_year_start.html,
pandas.tseries.offsets.BusinessHour.is_quarter_end,Return boolean whether a timestamp occurs on the quarter end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessHour.is_quarter_end.html,
pandas.tseries.offsets.BusinessHour.is_quarter_start,Return boolean whether a timestamp occurs on the quarter start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessHour.is_quarter_start.html,
pandas.tseries.offsets.BusinessHour.is_month_end,Return boolean whether a timestamp occurs on the month end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessHour.is_month_end.html,
pandas.tseries.offsets.BusinessHour.is_month_start,Return boolean whether a timestamp occurs on the month start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessHour.is_month_start.html,
pandas.tseries.offsets.BusinessHour.__call__,Call self as a function.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessHour.__call__.html,"*args,**kwargs"
pandas.tseries.offsets.BusinessHour.is_on_offset,Return boolean whether a timestamp intersects with this frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessHour.is_on_offset.html,
pandas.tseries.offsets.BusinessHour.is_anchored,Return boolean whether the frequency is a unit frequency (n=1).,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessHour.is_anchored.html,
pandas.tseries.offsets.BusinessHour.onOffset,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessHour.onOffset.html,
pandas.tseries.offsets.BusinessHour.isAnchored,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessHour.isAnchored.html,
pandas.tseries.offsets.BusinessHour.copy,Return a copy of the frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessHour.copy.html,
pandas.tseries.offsets.BusinessHour.apply_index,Vectorized apply of DateOffset to DatetimeIndex.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessHour.apply_index.html,
pandas.tseries.offsets.BusinessHour.apply,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessHour.apply.html,
pandas.tseries.offsets.BusinessHour.calendar,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessHour.calendar.html,
pandas.tseries.offsets.BusinessHour.holidays,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessHour.holidays.html,
pandas.tseries.offsets.BusinessHour.weekmask,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessHour.weekmask.html,
pandas.tseries.offsets.BusinessHour.end,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessHour.end.html,
pandas.tseries.offsets.BusinessHour.start,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessHour.start.html,
pandas.tseries.offsets.BusinessHour.n,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessHour.n.html,
pandas.tseries.offsets.BusinessHour.rule_code,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessHour.rule_code.html,
pandas.tseries.offsets.BusinessHour.normalize,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessHour.normalize.html,
pandas.tseries.offsets.BusinessHour.nanos,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessHour.nanos.html,
pandas.tseries.offsets.BusinessHour.name,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessHour.name.html,
pandas.tseries.offsets.BusinessHour.kwds,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessHour.kwds.html,
pandas.tseries.offsets.BusinessHour.freqstr,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessHour.freqstr.html,
pandas.tseries.offsets.BusinessHour,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessHour.html,
pandas.tseries.offsets.BusinessDay.is_year_end,Return boolean whether a timestamp occurs on the year end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessDay.is_year_end.html,
pandas.tseries.offsets.BusinessDay.is_year_start,Return boolean whether a timestamp occurs on the year start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessDay.is_year_start.html,
pandas.tseries.offsets.BusinessDay.is_quarter_end,Return boolean whether a timestamp occurs on the quarter end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessDay.is_quarter_end.html,
pandas.tseries.offsets.BusinessDay.is_quarter_start,Return boolean whether a timestamp occurs on the quarter start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessDay.is_quarter_start.html,
pandas.tseries.offsets.BusinessDay.is_month_end,Return boolean whether a timestamp occurs on the month end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessDay.is_month_end.html,
pandas.tseries.offsets.BusinessDay.is_month_start,Return boolean whether a timestamp occurs on the month start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessDay.is_month_start.html,
pandas.tseries.offsets.BusinessDay.__call__,Call self as a function.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessDay.__call__.html,"*args,**kwargs"
pandas.tseries.offsets.BusinessDay.is_on_offset,Return boolean whether a timestamp intersects with this frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessDay.is_on_offset.html,
pandas.tseries.offsets.BusinessDay.is_anchored,Return boolean whether the frequency is a unit frequency (n=1).,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessDay.is_anchored.html,
pandas.tseries.offsets.BusinessDay.onOffset,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessDay.onOffset.html,
pandas.tseries.offsets.BusinessDay.isAnchored,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessDay.isAnchored.html,
pandas.tseries.offsets.BusinessDay.copy,Return a copy of the frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessDay.copy.html,
pandas.tseries.offsets.BusinessDay.apply_index,Vectorized apply of DateOffset to DatetimeIndex.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessDay.apply_index.html,
pandas.tseries.offsets.BusinessDay.apply,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessDay.apply.html,
pandas.tseries.offsets.BusinessDay.calendar,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessDay.calendar.html,
pandas.tseries.offsets.BusinessDay.holidays,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessDay.holidays.html,
pandas.tseries.offsets.BusinessDay.weekmask,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessDay.weekmask.html,
pandas.tseries.offsets.BusinessDay.n,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessDay.n.html,
pandas.tseries.offsets.BusinessDay.rule_code,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessDay.rule_code.html,
pandas.tseries.offsets.BusinessDay.normalize,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessDay.normalize.html,
pandas.tseries.offsets.BusinessDay.nanos,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessDay.nanos.html,
pandas.tseries.offsets.BusinessDay.name,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessDay.name.html,
pandas.tseries.offsets.BusinessDay.kwds,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessDay.kwds.html,
pandas.tseries.offsets.BusinessDay.freqstr,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessDay.freqstr.html,
pandas.tseries.offsets.BDay,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BDay.html,
pandas.tseries.offsets.BusinessDay,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BusinessDay.html,
pandas.tseries.offsets.DateOffset.is_year_end,Return boolean whether a timestamp occurs on the year end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.DateOffset.is_year_end.html,
pandas.tseries.offsets.DateOffset.is_year_start,Return boolean whether a timestamp occurs on the year start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.DateOffset.is_year_start.html,
pandas.tseries.offsets.DateOffset.is_quarter_end,Return boolean whether a timestamp occurs on the quarter end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.DateOffset.is_quarter_end.html,
pandas.tseries.offsets.DateOffset.is_quarter_start,Return boolean whether a timestamp occurs on the quarter start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.DateOffset.is_quarter_start.html,
pandas.tseries.offsets.DateOffset.__call__,Call self as a function.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.DateOffset.__call__.html,"*args,**kwargs"
pandas.tseries.offsets.DateOffset.is_on_offset,Return boolean whether a timestamp intersects with this frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.DateOffset.is_on_offset.html,
pandas.tseries.offsets.DateOffset.is_anchored,Return boolean whether the frequency is a unit frequency (n=1).,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.DateOffset.is_anchored.html,
pandas.tseries.offsets.DateOffset.onOffset,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.DateOffset.onOffset.html,
pandas.tseries.offsets.DateOffset.isAnchored,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.DateOffset.isAnchored.html,
pandas.tseries.offsets.DateOffset.copy,Return a copy of the frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.DateOffset.copy.html,
